event_name,date,latitude,longitude,rainfall_mm,temp_max_c,temp_min_c,humidity_pct,wind_speed_kmh,precipitation_hours,evapotranspiration_mm,elevation_m,river_discharge_m3s,flood_occurred
China_Flood_in_China_2010-07,2010-07-01,28.005,113.171,0.0,34.0,27.6,79,20.8,0.0,6.34,63.0,2.17,1
Bangladesh_Flood_in_Bangladesh_2010-07,2010-07-01,23.994,90.035,14.3,31.8,25.4,97,15.8,18.0,3.82,12.0,37.9,1
Brazil_Flood_in_Brazil_2010-06,2010-06-22,-6.356,-37.782,0.0,32.3,20.0,89,16.0,0.0,4.64,290.0,0.02,1
Guatamala_Flood_in_Guatamala_2010-05,2010-05-18,14.075,-89.564,8.8,28.7,22.3,89,8.7,8.0,3.62,810.0,0.37,1
China_Flood_in_China_2010-05,2010-05-15,26.444,115.483,0.3,21.3,16.7,98,5.9,2.0,1.17,315.0,2.44,1
Brazil_Flood_in_Brazil_2010-04,2010-04-04,-22.445,-43.334,25.6,24.9,18.2,98,9.2,12.0,2.74,1121.0,0.97,1
Bangladesh_Flood_in_Bangladesh_2010-03,2010-03-27,22.152,89.509,0.0,33.5,26.2,94,22.1,0.0,5.43,7.0,0.0,1
Mozambique_Flood_in_Mozambique_2010-02,2010-02-22,-19.965,34.254,9.2,30.0,24.1,98,12.6,12.0,3.23,21.0,0.75,1
Peru_Flood_in_Peru_2010-02,2010-02-10,-4.683,-78.287,9.2,30.1,19.5,100,5.5,11.0,4.62,745.0,1.69,1
Paraguay_Flood_in_Paraguay_2015-12,2015-12-01,-26.037,-55.848,20.8,27.2,20.7,100,11.3,18.0,3.13,265.0,2.14,1
Paraguay_Flood_in_Paraguay_2015-12,2015-12-02,-26.037,-55.848,62.5,25.4,21.2,100,11.3,21.0,1.16,265.0,3.13,1
Paraguay_Flood_in_Paraguay_2015-12,2015-12-03,-26.037,-55.848,15.8,26.5,21.0,99,11.9,12.0,2.2,265.0,2.78,1
Paraguay_Flood_in_Paraguay_2015-12,2015-12-04,-26.037,-55.848,9.0,26.1,21.3,99,10.8,7.0,2.48,265.0,2.49,1
Paraguay_Flood_in_Paraguay_2015-12,2015-12-05,-26.037,-55.848,0.6,27.9,20.4,100,10.2,4.0,3.37,265.0,2.33,1
Kenya_Flood_in_Kenya_2015-12,2015-12-01,-2.036,39.513,0.1,31.8,23.2,97,11.5,1.0,4.83,151.0,0.0,1
Kenya_Flood_in_Kenya_2015-12,2015-12-02,-2.036,39.513,2.0,32.3,23.6,98,13.6,4.0,4.62,151.0,0.0,1
Kenya_Flood_in_Kenya_2015-12,2015-12-03,-2.036,39.513,4.7,31.4,23.5,95,15.8,8.0,3.82,151.0,0.0,1
Kenya_Flood_in_Kenya_2015-12,2015-12-04,-2.036,39.513,1.0,32.3,23.4,94,14.0,4.0,4.7,151.0,0.0,1
Kenya_Flood_in_Kenya_2015-12,2015-12-05,-2.036,39.513,2.4,32.3,23.3,94,14.0,5.0,4.38,151.0,0.0,1
India_Flood_in_India_2015-11,2015-11-10,11.828,78.855,83.6,24.0,20.6,95,22.5,21.0,1.22,174.0,173.18,1
India_Flood_in_India_2015-11,2015-11-11,11.828,78.855,0.2,27.7,22.2,98,5.5,1.0,2.29,174.0,82.95,1
India_Flood_in_India_2015-11,2015-11-12,11.828,78.855,6.3,28.9,23.0,97,9.0,10.0,2.98,174.0,40.69,1
India_Flood_in_India_2015-11,2015-11-13,11.828,78.855,18.4,25.4,21.4,96,11.7,19.0,1.52,174.0,25.06,1
India_Flood_in_India_2015-11,2015-11-14,11.828,78.855,9.9,24.9,21.3,90,6.5,19.0,1.15,174.0,18.63,1
Guatamala_Flood_in_Guatamala_2015-10,2015-10-02,14.826,-90.613,0.0,24.4,15.2,97,8.1,0.0,3.38,1385.0,0.84,1
Guatamala_Flood_in_Guatamala_2015-10,2015-10-03,14.826,-90.613,1.0,23.0,16.7,91,5.5,3.0,2.74,1385.0,0.8,1
Japan_Flood_in_Japan_2015-09,2015-09-09,36.938,140.046,76.1,21.7,16.9,100,24.3,24.0,0.61,268.0,14.0,1
Japan_Flood_in_Japan_2015-09,2015-09-10,36.938,140.046,100.0,22.1,19.8,100,16.6,24.0,0.64,268.0,19.37,1
Japan_Flood_in_Japan_2015-09,2015-09-11,36.938,140.046,7.4,25.8,17.9,99,13.7,4.0,3.14,268.0,11.19,1
Pakistan_Flood_in_Pakistan_2015-07,2015-07-15,34.343,72.274,0.2,35.4,27.6,90,9.6,1.0,5.02,381.0,0.06,1
Pakistan_Flood_in_Pakistan_2015-07,2015-07-16,34.343,72.274,11.9,34.4,26.2,93,11.5,7.0,4.15,381.0,0.09,1
Pakistan_Flood_in_Pakistan_2015-07,2015-07-17,34.343,72.274,42.1,28.7,25.0,98,6.1,23.0,1.53,381.0,0.16,1
Pakistan_Flood_in_Pakistan_2015-07,2015-07-18,34.343,72.274,3.8,31.4,24.3,99,7.9,12.0,3.6,381.0,0.22,1
Pakistan_Flood_in_Pakistan_2015-07,2015-07-19,34.343,72.274,7.1,31.9,24.4,96,6.1,15.0,4.57,381.0,0.22,1
India_Flood_in_India_2015-07,2015-07-15,26.207,82.617,8.7,33.9,27.3,96,16.6,7.0,4.42,88.0,4.71,1
India_Flood_in_India_2015-07,2015-07-16,26.207,82.617,41.1,28.4,25.9,94,10.5,21.0,1.27,88.0,5.4,1
India_Flood_in_India_2015-07,2015-07-17,26.207,82.617,1.2,31.2,25.4,96,12.5,8.0,3.08,88.0,8.64,1
India_Flood_in_India_2015-07,2015-07-18,26.207,82.617,7.6,31.9,25.6,96,16.4,12.0,3.13,88.0,10.53,1
India_Flood_in_India_2015-07,2015-07-19,26.207,82.617,4.3,32.4,26.1,95,16.4,8.0,3.98,88.0,10.17,1
Myanmar_Flood_in_Myanmar_2015-07,2015-07-15,20.175,95.533,2.1,30.3,24.9,94,18.1,5.0,3.56,151.0,1.05,1
Myanmar_Flood_in_Myanmar_2015-07,2015-07-16,20.175,95.533,3.2,29.1,24.5,96,21.3,16.0,2.12,151.0,1.25,1
Myanmar_Flood_in_Myanmar_2015-07,2015-07-17,20.175,95.533,16.7,26.6,24.1,97,19.0,23.0,1.4,151.0,1.48,1
Myanmar_Flood_in_Myanmar_2015-07,2015-07-18,20.175,95.533,6.0,26.0,24.2,97,20.2,13.0,1.41,151.0,2.0,1
Myanmar_Flood_in_Myanmar_2015-07,2015-07-19,20.175,95.533,13.1,28.3,23.8,99,17.8,21.0,2.52,151.0,2.39,1
China_Flood_in_China_2015-05,2015-05-13,27.032,114.981,0.0,29.7,16.3,83,17.6,0.0,5.26,69.0,2715.44,1
China_Flood_in_China_2015-05,2015-05-14,27.032,114.981,23.2,30.3,23.8,88,27.0,18.0,2.87,69.0,2551.7,1
China_Flood_in_China_2015-05,2015-05-15,27.032,114.981,9.3,30.5,23.6,97,25.7,13.0,3.8,69.0,2364.92,1
China_Flood_in_China_2015-05,2015-05-16,27.032,114.981,29.5,23.8,21.5,99,10.9,17.0,0.84,69.0,2300.44,1
China_Flood_in_China_2015-05,2015-05-17,27.032,114.981,6.6,29.9,20.8,96,9.3,6.0,3.0,69.0,2311.07,1
Ghana_Flood_in_Ghana_2015-06,2015-06-02,7.38,-0.547,2.3,31.7,24.1,89,12.6,5.0,4.19,179.0,0.06,1
Ghana_Flood_in_Ghana_2015-06,2015-06-03,7.38,-0.547,4.9,30.9,23.5,98,9.5,7.0,3.01,179.0,0.06,1
Ghana_Flood_in_Ghana_2015-06,2015-06-04,7.38,-0.547,12.6,31.7,22.9,98,10.6,6.0,3.89,179.0,0.06,1
Ghana_Flood_in_Ghana_2015-06,2015-06-05,7.38,-0.547,2.2,29.5,22.9,96,11.7,7.0,2.69,179.0,0.09,1
Ghana_Flood_in_Ghana_2015-06,2015-06-06,7.38,-0.547,8.0,31.3,22.6,100,11.0,9.0,3.39,179.0,0.09,1
Malawi_Flood_in_Malawi_2015-01,2015-01-01,-18.795,35.356,8.4,26.6,23.3,95,12.3,16.0,1.59,88.0,0.26,1
Malawi_Flood_in_Malawi_2015-01,2015-01-02,-18.795,35.356,0.4,29.2,23.1,92,10.8,1.0,4.38,88.0,0.3,1
Malawi_Flood_in_Malawi_2015-01,2015-01-03,-18.795,35.356,0.0,31.2,22.4,96,9.7,0.0,4.88,88.0,0.25,1
Malawi_Flood_in_Malawi_2015-01,2015-01-04,-18.795,35.356,1.0,28.8,23.3,95,14.0,2.0,2.96,88.0,0.19,1
Malawi_Flood_in_Malawi_2015-01,2015-01-05,-18.795,35.356,17.8,27.9,23.2,95,13.7,14.0,3.03,88.0,0.17,1
Sri Lanka_Flood_in_Sri_Lanka_2014-12,2014-12-20,7.909,80.983,62.6,23.7,23.0,97,19.5,24.0,0.53,58.0,6.96,1
Sri Lanka_Flood_in_Sri_Lanka_2014-12,2014-12-21,7.909,80.983,30.4,26.9,23.1,97,12.4,21.0,1.7,58.0,7.11,1
Sri Lanka_Flood_in_Sri_Lanka_2014-12,2014-12-22,7.909,80.983,134.5,24.0,23.0,99,15.4,24.0,0.56,58.0,14.21,1
Sri Lanka_Flood_in_Sri_Lanka_2014-12,2014-12-23,7.909,80.983,44.0,24.9,22.8,98,12.7,24.0,0.95,58.0,11.02,1
Sri Lanka_Flood_in_Sri_Lanka_2014-12,2014-12-24,7.909,80.983,32.1,26.1,22.6,97,14.4,19.0,1.34,58.0,9.64,1
Malaysia_Flood_in_Malaysia_2014-12,2014-12-20,4.725,102.164,17.4,25.4,22.4,100,5.2,21.0,0.98,399.0,13.42,1
Malaysia_Flood_in_Malaysia_2014-12,2014-12-21,4.725,102.164,18.4,23.8,22.5,100,4.4,23.0,0.54,399.0,18.91,1
Malaysia_Flood_in_Malaysia_2014-12,2014-12-22,4.725,102.164,46.3,23.6,22.3,100,7.7,24.0,0.66,399.0,34.4,1
Malaysia_Flood_in_Malaysia_2014-12,2014-12-23,4.725,102.164,47.7,23.4,22.0,100,5.4,24.0,0.52,399.0,47.64,1
Malaysia_Flood_in_Malaysia_2014-12,2014-12-24,4.725,102.164,25.6,24.9,22.0,100,5.4,24.0,0.89,399.0,44.5,1
Philippines_Flood_in_Philippines_2014-12,2014-12-10,8.656,124.903,1.7,26.4,20.5,96,8.8,2.0,3.82,859.0,3.32,1
Philippines_Flood_in_Philippines_2014-12,2014-12-11,8.656,124.903,0.9,26.1,19.9,97,6.5,5.0,3.99,859.0,3.14,1
Philippines_Flood_in_Philippines_2014-12,2014-12-12,8.656,124.903,0.5,25.8,20.0,97,7.1,3.0,3.84,859.0,2.94,1
Philippines_Flood_in_Philippines_2014-12,2014-12-13,8.656,124.903,2.3,25.0,19.3,98,9.6,10.0,3.17,859.0,2.75,1
Philippines_Flood_in_Philippines_2014-12,2014-12-14,8.656,124.903,2.7,26.4,20.2,97,7.4,6.0,3.56,859.0,2.62,1
Philippines_Flood_in_Philippines_2014-09,2014-09-19,14.657,121.612,83.3,26.1,25.2,97,27.2,24.0,0.93,0.0,0.55,1
Philippines_Flood_in_Philippines_2014-09,2014-09-20,14.657,121.612,4.2,28.7,25.4,91,23.3,17.0,2.9,0.0,0.63,1
Philippines_Flood_in_Philippines_2014-09,2014-09-21,14.657,121.612,0.9,30.0,25.4,92,19.3,4.0,3.99,0.0,0.57,1
Philippines_Flood_in_Philippines_2014-09,2014-09-22,14.657,121.612,0.5,31.0,25.5,94,11.6,2.0,4.17,0.0,0.51,1
Philippines_Flood_in_Philippines_2014-09,2014-09-23,14.657,121.612,0.9,30.9,25.5,96,5.9,4.0,4.74,0.0,0.45,1
Pakistan_Flood_in_Pakistan_2014-09,2014-09-01,33.944,75.341,1.1,18.3,9.3,85,6.8,6.0,3.74,2561.0,0.94,1
Pakistan_Flood_in_Pakistan_2014-09,2014-09-02,33.944,75.341,14.6,17.5,9.6,94,5.6,16.0,2.31,2561.0,0.95,1
Pakistan_Flood_in_Pakistan_2014-09,2014-09-03,33.944,75.341,35.0,13.3,11.8,92,5.2,24.0,0.7,2561.0,1.05,1
Pakistan_Flood_in_Pakistan_2014-09,2014-09-04,33.944,75.341,45.9,12.2,11.3,92,6.4,24.0,0.64,2561.0,1.22,1
Pakistan_Flood_in_Pakistan_2014-09,2014-09-05,33.944,75.341,44.9,13.0,11.1,90,5.7,24.0,0.78,2561.0,1.47,1
China_Flood_in_China_2014-09,2014-09-01,30.779,108.35,33.0,26.4,21.8,98,7.4,24.0,1.66,503.0,25002.44,1
China_Flood_in_China_2014-09,2014-09-02,30.779,108.35,62.4,23.6,21.1,100,5.4,13.0,1.39,503.0,25821.61,1
China_Flood_in_China_2014-09,2014-09-03,30.779,108.35,0.0,27.5,20.3,91,6.9,0.0,3.63,503.0,26667.59,1
China_Flood_in_China_2014-09,2014-09-04,30.779,108.35,0.0,25.7,21.1,86,4.9,0.0,2.02,503.0,26120.6,1
China_Flood_in_China_2014-09,2014-09-05,30.779,108.35,0.0,28.0,18.2,91,5.4,0.0,4.26,503.0,25117.87,1
Nepal_Flood_in_Nepal_2014-08,2014-08-12,28.983,81.973,7.0,16.9,12.0,99,7.7,11.0,2.54,3233.0,2.08,1
Nepal_Flood_in_Nepal_2014-08,2014-08-13,28.983,81.973,17.3,17.2,12.5,99,6.7,15.0,2.56,3233.0,2.05,1
Nepal_Flood_in_Nepal_2014-08,2014-08-14,28.983,81.973,19.6,16.0,12.0,99,7.1,18.0,1.74,3233.0,2.09,1
Nepal_Flood_in_Nepal_2014-08,2014-08-15,28.983,81.973,85.4,14.1,11.7,100,6.8,19.0,0.92,3233.0,7.65,1
Nepal_Flood_in_Nepal_2014-08,2014-08-16,28.983,81.973,96.2,14.8,10.9,100,7.1,18.0,1.8,3233.0,5.03,1
Bangladesh_Flood_in_Bangladesh_2014-08,2014-08-20,24.566,90.633,6.5,30.4,25.3,98,10.0,9.0,2.71,10.0,5.24,1
Bangladesh_Flood_in_Bangladesh_2014-08,2014-08-21,24.566,90.633,19.8,31.2,25.0,98,10.8,21.0,2.8,10.0,5.34,1
Bangladesh_Flood_in_Bangladesh_2014-08,2014-08-22,24.566,90.633,16.0,29.9,25.0,98,14.0,14.0,2.32,10.0,5.25,1
Bangladesh_Flood_in_Bangladesh_2014-08,2014-08-23,24.566,90.633,8.9,29.5,25.5,95,15.8,15.0,2.26,10.0,5.31,1
Bangladesh_Flood_in_Bangladesh_2014-08,2014-08-24,24.566,90.633,19.3,28.6,25.0,98,10.5,20.0,1.53,10.0,5.37,1
South Sudan_Flood_in_South_Sudan_2014-07,2014-07-20,10.213,31.001,9.3,30.3,23.4,99,11.4,11.0,3.64,447.0,0.0,1
South Sudan_Flood_in_South_Sudan_2014-07,2014-07-21,10.213,31.001,3.6,31.2,22.9,96,13.0,4.0,4.69,447.0,0.0,1
South Sudan_Flood_in_South_Sudan_2014-07,2014-07-22,10.213,31.001,3.7,32.1,23.7,93,16.6,2.0,4.42,447.0,0.0,1
South Sudan_Flood_in_South_Sudan_2014-07,2014-07-23,10.213,31.001,21.3,29.5,22.7,97,12.6,18.0,3.75,447.0,0.0,1
South Sudan_Flood_in_South_Sudan_2014-07,2014-07-24,10.213,31.001,13.6,28.6,22.6,96,16.8,8.0,3.27,447.0,0.0,1
China_Flood_in_China_2014-07,2014-07-18,21.495,107.508,19.8,27.6,22.1,96,20.8,12.0,3.55,691.0,4.24,1
China_Flood_in_China_2014-07,2014-07-19,21.495,107.508,194.0,22.9,20.8,100,36.7,24.0,0.45,691.0,23.38,1
China_Flood_in_China_2014-07,2014-07-20,21.495,107.508,16.5,24.4,21.4,100,10.6,19.0,1.91,691.0,17.75,1
China_Flood_in_China_2014-07,2014-07-21,21.495,107.508,5.7,25.8,21.1,100,7.3,12.0,2.97,691.0,13.69,1
China_Flood_in_China_2014-07,2014-07-22,21.495,107.508,5.2,27.9,21.2,99,7.6,6.0,4.29,691.0,11.5,1
Paraguay_Flood_in_Paraguay_2014-06,2014-06-03,-24.355,-53.547,0.0,20.1,8.6,86,11.6,0.0,2.67,360.0,39.93,1
Paraguay_Flood_in_Paraguay_2014-06,2014-06-04,-24.355,-53.547,0.0,19.7,11.3,85,15.6,0.0,2.07,360.0,34.4,1
Paraguay_Flood_in_Paraguay_2014-06,2014-06-05,-24.355,-53.547,25.0,26.1,15.8,99,18.4,12.0,2.34,360.0,30.33,1
Paraguay_Flood_in_Paraguay_2014-06,2014-06-06,-24.355,-53.547,88.7,20.6,19.1,100,18.7,24.0,0.31,360.0,145.22,1
Paraguay_Flood_in_Paraguay_2014-06,2014-06-07,-24.355,-53.547,67.4,26.6,19.2,100,17.2,19.0,1.62,360.0,228.09,1
China_Flood_in_China_2014-06,2014-06-05,26.439,112.358,78.8,25.4,23.7,99,8.7,24.0,0.77,84.0,64.77,1
China_Flood_in_China_2014-06,2014-06-06,26.439,112.358,23.3,27.5,22.8,97,8.3,9.0,2.45,84.0,72.79,1
China_Flood_in_China_2014-06,2014-06-07,26.439,112.358,1.0,29.5,22.9,96,9.1,4.0,3.68,84.0,58.29,1
China_Flood_in_China_2014-06,2014-06-08,26.439,112.358,0.3,31.2,23.5,93,9.5,1.0,4.46,84.0,45.99,1
China_Flood_in_China_2014-06,2014-06-09,26.439,112.358,9.9,31.2,24.0,98,10.7,14.0,3.86,84.0,38.99,1
Iran_Flood_in_Iran_2014-06,2014-06-01,34.375,57.254,0.0,33.4,17.3,39,11.9,0.0,7.55,1147.0,0.0,1
Iran_Flood_in_Iran_2014-06,2014-06-02,34.375,57.254,0.0,35.2,18.4,30,28.4,0.0,8.6,1147.0,0.0,1
Iran_Flood_in_Iran_2014-06,2014-06-03,34.375,57.254,0.0,34.3,20.9,29,19.6,0.0,8.22,1147.0,0.0,1
Iran_Flood_in_Iran_2014-06,2014-06-04,34.375,57.254,0.0,37.1,17.8,29,33.5,0.0,10.01,1147.0,0.0,1
Iran_Flood_in_Iran_2014-06,2014-06-05,34.375,57.254,0.0,32.0,20.0,42,24.4,0.0,9.59,1147.0,0.0,1
Afghanistan_Flood_in_Afghanistan_2014-04,2014-04-20,35.834,66.434,0.0,16.4,2.7,77,6.8,0.0,4.5,1721.0,0.09,1
Afghanistan_Flood_in_Afghanistan_2014-04,2014-04-21,35.834,66.434,1.0,17.9,4.1,72,8.3,2.0,4.68,1721.0,0.03,1
Afghanistan_Flood_in_Afghanistan_2014-04,2014-04-22,35.834,66.434,3.5,17.8,4.7,79,12.3,3.0,3.96,1721.0,0.09,1
Afghanistan_Flood_in_Afghanistan_2014-04,2014-04-23,35.834,66.434,1.7,19.7,4.1,76,14.1,2.0,4.8,1721.0,0.06,1
Afghanistan_Flood_in_Afghanistan_2014-04,2014-04-24,35.834,66.434,2.3,18.3,8.7,81,11.9,5.0,3.21,1721.0,0.03,1
Bolivia_Flood_in_Bolivia_2014-01,2014-01-10,-13.389,-64.014,2.7,28.9,22.8,95,13.0,7.0,3.45,138.0,206.97,1
Bolivia_Flood_in_Bolivia_2014-01,2014-01-11,-13.389,-64.014,12.9,26.7,23.1,96,9.8,10.0,2.59,138.0,206.01,1
Bolivia_Flood_in_Bolivia_2014-01,2014-01-12,-13.389,-64.014,11.0,27.8,22.6,98,5.6,12.0,3.08,138.0,206.01,1
Bolivia_Flood_in_Bolivia_2014-01,2014-01-13,-13.389,-64.014,3.3,29.0,21.7,100,10.2,8.0,3.62,138.0,206.49,1
Bolivia_Flood_in_Bolivia_2014-01,2014-01-14,-13.389,-64.014,17.5,30.1,22.8,98,10.9,15.0,4.03,138.0,208.89,1
Philippines_Flood_in_Philippines_2013-11,2013-11-08,11.445,125.052,76.3,26.3,24.4,93,57.4,24.0,1.43,93.0,4.0,1
Philippines_Flood_in_Philippines_2013-11,2013-11-09,11.445,125.052,1.3,28.5,24.8,94,24.5,6.0,2.65,93.0,5.84,1
Philippines_Flood_in_Philippines_2013-11,2013-11-10,11.445,125.052,0.3,30.3,24.4,93,17.2,2.0,4.25,93.0,5.43,1
Philippines_Flood_in_Philippines_2013-11,2013-11-11,11.445,125.052,0.8,29.9,24.7,93,20.5,3.0,4.21,93.0,4.89,1
Philippines_Flood_in_Philippines_2013-11,2013-11-12,11.445,125.052,8.3,27.6,24.6,94,22.2,21.0,2.35,93.0,4.52,1
Vietnam_Flood_in_Vietnam_2013-11,2013-11-14,15.582,107.706,20.2,25.4,21.9,98,10.2,24.0,1.63,219.0,3.78,1
Vietnam_Flood_in_Vietnam_2013-11,2013-11-15,15.582,107.706,111.0,23.3,21.7,100,11.8,24.0,0.64,219.0,14.31,1
Vietnam_Flood_in_Vietnam_2013-11,2013-11-16,15.582,107.706,27.3,25.4,22.0,100,8.9,24.0,1.83,219.0,27.44,1
Vietnam_Flood_in_Vietnam_2013-11,2013-11-17,15.582,107.706,64.5,25.1,21.2,100,10.2,24.0,1.85,219.0,17.2,1
Vietnam_Flood_in_Vietnam_2013-11,2013-11-18,15.582,107.706,9.5,23.9,20.3,98,11.3,20.0,2.19,219.0,6.16,1
China_Flood_in_China_2013-08,2013-08-07,50.532,130.271,3.5,25.3,17.8,98,9.2,9.0,2.89,300.0,0.81,1
China_Flood_in_China_2013-08,2013-08-08,50.532,130.271,7.3,24.8,18.1,95,13.0,13.0,2.42,300.0,0.78,1
China_Flood_in_China_2013-08,2013-08-09,50.532,130.271,13.0,24.2,19.4,93,16.8,22.0,2.1,300.0,0.77,1
China_Flood_in_China_2013-08,2013-08-10,50.532,130.271,21.4,20.7,17.9,97,17.8,23.0,0.92,300.0,0.89,1
China_Flood_in_China_2013-08,2013-08-11,50.532,130.271,3.5,20.0,17.8,100,11.5,9.0,1.06,300.0,0.97,1
Cambodia_Flood_in_Cambodia_2013-09,2013-09-27,12.658,105.084,21.8,27.2,23.6,100,12.4,24.0,1.7,16.0,2.35,1
Cambodia_Flood_in_Cambodia_2013-09,2013-09-28,12.658,105.084,26.4,26.3,23.4,99,12.0,15.0,1.03,16.0,2.98,1
Cambodia_Flood_in_Cambodia_2013-09,2013-09-29,12.658,105.084,3.2,30.1,23.8,96,12.7,4.0,3.62,16.0,2.94,1
Cambodia_Flood_in_Cambodia_2013-09,2013-09-30,12.658,105.084,0.2,28.9,24.3,96,15.4,2.0,2.87,16.0,2.72,1
Cambodia_Flood_in_Cambodia_2013-09,2013-10-01,12.658,105.084,1.7,30.4,22.9,98,5.9,3.0,3.7,16.0,2.44,1
India_Flood_in_India_2013-10,2013-10-12,21.271,84.249,13.3,26.7,23.6,90,37.7,11.0,2.36,325.0,2.48,1
India_Flood_in_India_2013-10,2013-10-13,21.271,84.249,92.7,24.1,23.1,95,44.0,24.0,1.0,325.0,4.09,1
India_Flood_in_India_2013-10,2013-10-14,21.271,84.249,1.4,27.7,21.1,90,18.3,7.0,3.23,325.0,3.46,1
Thailand_Flood_in_Thailand_2013-09,2013-09-30,13.081,101.694,15.9,25.0,21.7,99,9.2,13.0,1.61,286.0,3.35,1
Thailand_Flood_in_Thailand_2013-09,2013-10-01,13.081,101.694,17.7,27.4,21.6,99,8.4,12.0,3.33,286.0,3.73,1
Thailand_Flood_in_Thailand_2013-09,2013-10-02,13.081,101.694,9.2,27.9,21.5,99,8.2,9.0,3.01,286.0,3.84,1
Thailand_Flood_in_Thailand_2013-09,2013-10-03,13.081,101.694,26.4,23.7,21.8,100,8.6,24.0,1.04,286.0,6.26,1
Thailand_Flood_in_Thailand_2013-09,2013-10-04,13.081,101.694,41.3,23.5,21.8,99,10.0,24.0,0.87,286.0,9.52,1
China_Flood_in_China_2013-10,2013-10-08,29.15,120.573,3.3,23.2,17.8,100,12.7,13.0,1.11,655.0,3.31,1
China_Flood_in_China_2013-10,2013-10-09,29.15,120.573,0.0,22.1,17.4,95,9.4,0.0,1.35,655.0,2.1,1
China_Flood_in_China_2013-10,2013-10-10,29.15,120.573,0.1,25.0,17.5,96,9.2,1.0,2.76,655.0,1.47,1
China_Flood_in_China_2013-10,2013-10-11,29.15,120.573,0.0,26.2,17.1,99,11.1,0.0,3.89,655.0,1.08,1
China_Flood_in_China_2013-10,2013-10-12,29.15,120.573,0.0,23.3,13.7,100,16.9,0.0,3.82,655.0,0.83,1
Philippines_Flood_in_Philippines_2013-08,2013-08-13,16.319,121.142,5.6,26.1,22.3,97,15.9,16.0,2.46,442.0,11.62,1
Philippines_Flood_in_Philippines_2013-08,2013-08-14,16.319,121.142,1.5,27.6,22.0,96,16.0,7.0,3.4,442.0,7.47,1
Philippines_Flood_in_Philippines_2013-08,2013-08-15,16.319,121.142,2.5,29.4,22.6,94,9.0,3.0,3.8,442.0,4.85,1
Philippines_Flood_in_Philippines_2013-08,2013-08-16,16.319,121.142,0.0,27.5,21.7,96,16.6,0.0,3.31,442.0,3.22,1
Philippines_Flood_in_Philippines_2013-08,2013-08-17,16.319,121.142,1.9,26.1,22.5,95,15.8,10.0,2.73,442.0,2.11,1
Sudan_Flood_in_Sudan_2013-08,2013-08-01,13.688,28.989,3.5,28.2,22.2,90,31.1,5.0,3.66,583.0,0.0,1
Sudan_Flood_in_Sudan_2013-08,2013-08-02,13.688,28.989,6.7,30.2,22.2,87,29.4,4.0,4.32,583.0,0.0,1
Sudan_Flood_in_Sudan_2013-08,2013-08-03,13.688,28.989,13.8,27.6,21.5,95,25.7,15.0,3.15,583.0,0.0,1
Sudan_Flood_in_Sudan_2013-08,2013-08-04,13.688,28.989,16.8,27.9,21.5,93,25.5,12.0,3.97,583.0,0.0,1
Sudan_Flood_in_Sudan_2013-08,2013-08-05,13.688,28.989,0.2,30.1,21.5,92,21.0,1.0,4.86,583.0,0.0,1
Pakistan_Flood_in_Pakistan_2013-08,2013-08-01,32.814,70.637,21.8,32.9,26.2,94,8.8,11.0,3.12,295.0,23.32,1
Pakistan_Flood_in_Pakistan_2013-08,2013-08-02,32.814,70.637,42.4,29.8,25.3,96,12.3,23.0,2.04,295.0,64.16,1
Pakistan_Flood_in_Pakistan_2013-08,2013-08-03,32.814,70.637,12.9,29.3,25.0,96,11.2,13.0,2.68,295.0,538.51,1
Pakistan_Flood_in_Pakistan_2013-08,2013-08-04,32.814,70.637,0.0,32.8,25.5,85,6.1,0.0,4.98,295.0,348.14,1
Pakistan_Flood_in_Pakistan_2013-08,2013-08-05,32.814,70.637,0.0,34.4,26.7,87,7.0,0.0,4.98,295.0,157.85,1
India_Flood_in_India_2013-06,2013-06-23,27.387,94.918,5.8,31.7,26.9,95,8.9,9.0,3.75,100.0,216.77,1
India_Flood_in_India_2013-06,2013-06-24,27.387,94.918,32.3,30.4,26.8,95,5.9,17.0,2.35,100.0,247.89,1
India_Flood_in_India_2013-06,2013-06-25,27.387,94.918,41.1,28.5,25.7,98,6.6,23.0,2.1,100.0,332.43,1
India_Flood_in_India_2013-06,2013-06-26,27.387,94.918,11.5,28.9,25.0,98,9.8,24.0,1.5,100.0,410.15,1
India_Flood_in_India_2013-06,2013-06-27,27.387,94.918,33.8,29.1,24.8,98,8.7,24.0,1.41,100.0,480.95,1
China_Flood_in_China_2013-07,2013-07-05,30.456,104.022,1.1,32.6,22.4,93,12.9,2.0,5.23,463.0,58.84,1
China_Flood_in_China_2013-07,2013-07-06,30.456,104.022,0.0,32.5,22.1,98,8.4,0.0,5.34,463.0,37.9,1
China_Flood_in_China_2013-07,2013-07-07,30.456,104.022,0.9,32.0,24.4,97,8.4,7.0,4.41,463.0,29.9,1
China_Flood_in_China_2013-07,2013-07-08,30.456,104.022,15.0,30.1,24.8,97,16.0,21.0,2.97,463.0,69.96,1
China_Flood_in_China_2013-07,2013-07-09,30.456,104.022,31.1,26.3,23.6,96,25.8,24.0,1.17,463.0,205.06,1
China_Flood_in_China_2013-07,2013-07-13,25.863,118.14,95.4,27.5,22.0,100,18.5,15.0,1.53,411.0,17.28,1
China_Flood_in_China_2013-07,2013-07-14,25.863,118.14,73.0,26.4,22.3,100,30.2,18.0,1.61,411.0,7.15,1
